Date,ACC,ADANIENT,ADANIPORTS,ADANIPOWER,AMARAJABAT,AMBUJACEM,APOLLOHOSP,APOLLOTYRE,ARVIND,ASHOKLEY,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BALKRISIND,BANKBARODA,BANKINDIA,BATAINDIA,BEL,BERGEPAINT,BHARATFORG,BHARTIARTL,BHEL,BIOCON,BOSCHLTD,BPCL,BRITANNIA,BSOFT,CADILAHC,CANBK,CASTROLIND,CENTURYTEX,CESC,CHOLAFIN,CIPLA,COALINDIA,COLPAL,CONCOR,CUMMINSIND,DABUR,DHFL,DISHTV,DIVISLAB,DLF,DRREDDY,EICHERMOT,ENGINERSIN,EQUITAS,ESCORTS,EXIDEIND,FEDERALBNK,GAIL,GLENMARK,GMRINFRA,GODREJCP,GRASIM,HAVELLS,HCLTECH,HDFC,HDFCBANK,HEROMOTOCO,HEXAWARE,HINDALCO,HINDPETRO,HINDUNILVR,HINDZINC,IBULHSGFIN,ICICIBANK,ICICIPRULI,IDBI,IDEA,IDFCFIRSTB,IGL,INDIGO,INDUSINDBK,INFRATEL,INFY,IOC,ITC,JINDALSTEL,JSWSTEEL,JUBLFOOD,JUSTDIAL,KAJARIACER,KOTAKBANK,L&TFH,LICHSGFIN,LT,LUPIN,M&M,M&MFIN,MANAPPURAM,MARICO,MARUTI,MCDOWELL-N,MCX,MFSL,MGL,MINDTREE,MOTHERSUMI,MRF,MUTHOOTFIN,NATIONALUM,NBCC,NCC,NESTLEIND,NIITTECH,NMDC,NTPC,OFSS,OIL,ONGC,PAGEIND,PEL,PETRONET,PFC,PIDILITIND,PNB,POWERGRID,PVR,RAMCOCEM,RAYMOND,RBLBANK,RECLTD,RELCAPITAL,RELIANCE,RELINFRA,SAIL,SBIN,SHREECEM,SIEMENS,SRF,SRTRANSFIN,STAR,SUNPHARMA,SUNTV,TATACHEM,TATAELXSI,TATAGLOBAL,TATAMOTORS,TATAMTRDVR,TATAPOWER,TATASTEEL,TCS,TECHM,TITAN,TORNTPHARM,TORNTPOWER,TVSMOTOR,UBL,UJJIVAN,ULTRACEMCO,UNIONBANK,UPL,VEDL,VOLTAS,WIPRO,YESBANK,ZEEL
2021-08-30,2386.5,1516.55,730.0,93.85,694.0,417.7,4757.55,212.45,92.75,121.7,3108.75,716.05,784.05,3720.4,16560.4,7165.5,2272.65,76.95,67.95,1769.0,184.05,810.65,759.8,620.45,54.1,356.6,13826.0,472.55,3986.35,413.25,555.0,155.25,133.1,763.0,79.01,548.2,934.7,143.6,1699.15,679.9,999.4,616.75,,12.8,5104.25,319.8,4677.85,2553.95,71.8,116.6,1366.4,161.55,81.35,146.0,528.25,29.4,1087.5,1471.15,1266.5,1163.4,2755.7,1568.25,2726.25,,448.05,259.6,2687.7,324.05,227.95,713.65,659.0,38.5,5.95,43.45,531.9,1819.25,1005.1,,1698.05,107.35,208.0,381.45,686.55,3907.45,952.4,1166.2,1735.85,83.9,397.4,1660.1,952.5,791.55,159.7,160.45,525.05,6796.9,708.65,1520.3,1063.3,1136.85,3600.25,218.65,78185.5,1503.2,87.95,44.45,77.6,19742.25,,155.55,114.95,4713.85,174.05,120.15,31424.2,2599.5,230.3,129.8,2262.15,36.75,175.5,1334.8,994.2,402.3,169.3,149.85,15.1,2270.25,68.95,121.5,422.7,27157.85,2258.4,9713.1,1334.95,607.7,787.2,485.1,834.4,4826.75,,291.95,139.7,129.15,1440.6,3701.3,1419.2,1878.45,3092.4,490.85,519.8,1469.15,157.25,7703.8,34.9,740.45,298.6,986.35,632.45,10.9,173.1
2021-08-31,2413.2,1587.6,748.3,98.5,699.25,421.05,4969.55,212.95,90.5,122.75,3201.35,727.3,786.5,3727.85,17148.75,7524.5,2294.9,77.35,66.35,1771.8,186.65,820.8,767.2,664.05,52.55,358.85,13859.2,471.65,3997.5,417.1,554.15,159.1,134.0,777.5,80.39,554.05,947.8,145.85,1693.3,679.55,999.15,621.5,,12.6,5173.6,320.55,4704.05,2679.25,73.1,117.9,1346.35,161.15,81.25,146.15,530.3,29.05,1099.3,1500.4,1268.45,1182.3,2798.5,1581.4,2741.85,,468.3,266.6,2724.1,321.75,224.0,719.05,659.1,38.5,6.1,42.95,545.85,1904.15,992.4,,1706.45,110.85,211.3,376.95,687.6,3995.0,953.45,1175.2,1753.7,83.3,402.25,1672.2,957.85,793.3,160.15,160.4,544.45,6846.1,715.15,1517.55,1088.15,1146.65,3627.25,218.6,79742.75,1514.0,90.75,44.35,79.25,19467.75,,154.05,115.95,4699.55,182.0,120.55,31499.1,2606.65,227.6,129.05,2280.35,36.65,175.35,1327.95,1008.8,404.5,165.5,151.7,14.75,2258.15,67.45,121.6,426.05,28287.9,2272.4,10139.75,1352.7,613.4,794.05,482.55,844.65,4770.95,,287.3,136.55,129.05,1450.25,3786.45,1447.65,1921.6,3105.9,481.5,525.15,1475.0,153.8,7832.45,35.4,741.25,302.8,995.85,640.95,10.8,171.65
2021-09-01,2424.05,1565.2,744.75,103.4,712.1,421.5,5039.05,218.7,90.45,122.5,3302.75,729.9,798.9,3758.3,16786.3,7519.6,2329.7,78.35,63.55,1775.3,189.85,828.65,781.05,666.4,54.95,354.7,14011.5,477.0,4015.35,409.4,552.35,161.05,133.95,827.1,81.26,568.85,922.85,144.2,1701.3,688.5,1005.95,626.25,,12.7,5202.65,332.85,4763.45,2703.15,72.25,125.0,1347.8,170.05,82.4,144.8,532.05,30.3,1097.85,1486.0,1344.75,1164.65,2747.75,1579.1,2740.85,,458.1,266.65,2732.9,322.75,232.1,719.9,658.45,38.45,6.1,44.45,549.3,1916.0,998.75,,1677.75,110.75,209.5,370.8,676.65,4002.65,958.1,1159.35,1746.65,83.9,408.25,1686.4,962.25,769.9,162.05,164.15,547.3,6784.9,735.7,1501.05,1074.1,1150.0,3601.15,217.2,79954.65,1525.05,88.5,45.7,78.3,19826.85,,152.2,115.4,4653.5,179.5,119.7,32108.25,2594.55,227.75,129.3,2313.8,37.35,175.65,1336.05,1014.15,420.9,170.95,152.6,14.3,2267.1,66.0,120.05,429.9,28478.25,2285.55,9929.9,1329.9,608.9,788.5,486.65,840.7,4848.5,,295.25,139.45,133.4,1411.2,3714.95,1436.3,1939.4,3167.5,487.85,529.85,1543.3,156.45,7766.95,35.35,748.65,298.05,1045.8,642.05,11.1,173.85
2021-09-02,2474.2,1570.55,753.85,108.55,720.2,428.7,5043.5,221.65,93.55,121.85,3301.6,746.85,802.7,3720.95,16703.25,7498.45,2389.05,78.4,59.6,1787.25,190.15,834.05,781.4,666.5,54.7,358.65,14085.6,479.8,4086.1,412.2,556.5,159.1,134.6,821.35,82.07,582.85,955.25,141.6,1725.6,735.7,1040.3,640.85,,13.05,5165.55,338.9,4859.7,2733.2,71.95,126.65,1311.35,178.2,82.8,145.1,538.4,30.45,1125.5,1499.25,1392.25,1172.75,2777.7,1589.0,2730.35,,456.95,266.7,2801.05,325.2,232.8,725.15,676.1,38.7,7.15,44.9,558.4,1944.05,1010.1,,1689.1,110.15,209.75,377.75,685.05,4115.85,981.75,1200.65,1776.4,84.65,409.75,1686.2,967.8,752.45,166.35,165.1,562.65,6792.9,748.05,1544.9,1086.8,1181.3,3742.4,217.7,81265.15,1525.15,89.55,44.9,78.05,20240.6,,153.3,116.5,4717.6,179.25,118.65,32049.55,2608.8,227.15,128.3,2340.7,37.45,175.75,1335.45,1038.3,419.35,171.85,152.95,14.8,2294.4,68.85,120.85,429.75,30323.25,2285.25,10170.9,1343.05,613.55,789.95,487.35,846.5,4922.9,,293.15,140.4,133.6,1425.1,3836.75,1437.8,1967.1,3143.15,485.05,530.15,1563.25,158.05,7952.75,35.2,753.35,305.8,1085.35,651.45,11.15,172.65
2021-09-03,2469.0,1565.55,754.9,103.15,721.65,437.1,5014.55,223.05,92.7,120.6,3338.8,757.9,798.0,3757.5,16734.35,7523.4,2411.15,79.2,59.3,1772.5,198.6,831.35,791.3,658.45,55.45,363.5,14310.4,491.3,4124.2,414.7,555.65,160.7,136.05,849.35,82.94,571.45,941.1,146.35,1724.5,727.25,1025.95,641.25,,13.2,5208.3,343.7,4898.55,2802.6,71.9,123.5,1321.7,189.65,82.85,147.4,533.75,30.45,1119.35,1510.45,1430.45,1174.75,2758.6,1576.05,2799.45,,461.3,275.95,2766.7,325.05,230.65,724.3,697.75,38.15,7.25,45.65,558.15,1965.65,1003.75,,1700.65,113.1,210.6,392.6,690.9,4113.1,992.45,1198.25,1791.85,84.45,407.2,1691.5,969.45,749.9,165.15,163.65,560.8,6863.1,752.95,1592.9,1066.9,1173.4,3773.45,218.65,82397.85,1507.0,93.9,44.9,80.6,20266.65,,154.6,117.0,4749.0,179.9,123.1,32473.3,2614.9,229.8,128.55,2327.4,38.05,175.55,1338.95,1046.7,416.4,172.2,154.25,14.85,2388.5,70.55,122.45,431.4,30440.8,2267.4,10341.45,1350.05,613.3,789.4,490.6,841.0,4886.0,,295.55,140.25,133.85,1443.65,3842.05,1441.95,2019.3,3189.65,486.25,540.4,1571.7,156.8,7929.85,35.35,752.8,308.3,1088.95,655.1,11.1,176.4
2021-09-06,2472.75,1582.0,751.2,98.0,720.35,438.3,4995.5,221.7,92.85,121.8,3315.55,754.75,800.8,3781.1,16747.0,7506.35,2454.15,78.9,59.9,1751.5,195.45,834.95,788.15,654.6,55.45,361.5,14287.05,490.8,4079.05,409.6,556.9,160.05,135.75,867.95,83.76,570.85,950.2,146.35,1702.55,728.7,1047.3,634.8,,13.75,5205.1,345.5,4915.95,2844.9,73.0,123.6,1386.9,188.6,82.4,146.9,535.85,30.85,1113.0,1531.0,1430.45,1200.15,2765.3,1565.7,2817.2,,469.25,269.95,2780.6,328.05,231.1,721.15,693.95,38.4,7.25,45.15,571.35,1968.7,991.95,,1730.4,111.6,209.3,390.3,686.65,4153.1,989.05,1178.75,1774.55,84.35,404.8,1694.2,981.95,754.75,168.25,168.3,554.75,6846.9,749.3,1643.7,1071.6,1187.6,3821.7,214.35,81404.85,1525.0,99.2,44.45,79.0,20223.2,,153.65,116.45,4818.0,176.2,121.65,32014.2,2640.55,230.5,128.35,2341.4,37.85,174.1,1377.0,1047.7,423.5,174.0,152.75,15.55,2425.6,70.8,121.45,431.05,30535.55,2233.25,10230.45,1346.45,610.1,784.25,490.95,839.2,4876.3,,297.45,139.65,132.2,1437.0,3852.0,1461.15,2020.65,3130.5,478.85,546.45,1581.1,153.05,7952.6,35.15,755.75,315.15,1123.2,686.45,11.0,179.5
2021-09-07,2483.5,1558.1,745.5,93.1,719.7,441.5,4877.05,218.25,93.2,120.6,3336.25,746.3,787.85,3770.7,16781.2,7457.3,2474.35,78.1,57.95,1737.7,194.3,833.9,777.2,670.55,55.3,356.75,14360.6,481.95,4095.45,411.45,553.85,156.1,134.95,878.65,83.39,574.45,950.5,147.2,1731.25,723.65,1039.45,638.0,,15.55,5210.1,336.05,4897.45,2823.15,72.35,125.75,1397.4,185.85,81.55,144.2,530.5,30.6,1112.65,1554.45,1444.8,1182.2,2837.0,1569.25,2797.75,,462.3,267.35,2777.7,328.95,226.35,716.9,702.1,39.1,8.25,46.4,564.65,1950.65,1001.25,,1706.65,111.85,211.75,399.85,683.8,4076.1,989.85,1182.15,1764.85,84.35,423.95,1681.7,989.6,753.1,170.2,163.9,556.7,6877.15,752.65,1638.9,1090.95,1180.95,3795.75,212.0,81084.7,1531.15,96.3,44.05,77.45,20368.45,,151.35,115.85,4743.0,180.45,119.95,32052.45,2580.7,231.25,127.55,2335.75,37.4,173.0,1360.55,1050.9,433.3,173.9,150.85,16.3,2440.9,68.65,120.25,429.1,30653.6,2211.45,10154.85,1344.8,600.05,769.9,484.55,823.05,4919.5,,294.6,138.7,130.05,1428.7,3815.9,1435.2,2033.9,3094.55,471.7,553.8,1575.35,137.75,8026.25,34.75,752.05,311.95,1187.25,674.25,10.9,177.85
2021-09-08,2448.95,1555.95,746.85,97.75,720.6,435.95,4811.4,214.8,98.2,121.7,3336.6,743.25,794.7,3725.35,16560.75,7463.2,2476.7,79.35,57.5,1733.8,197.1,831.2,772.4,667.85,55.7,355.45,14272.0,489.55,4061.4,399.7,555.35,157.75,135.75,869.7,83.0,577.1,951.8,149.15,1705.8,735.85,1041.55,640.65,,14.95,5085.05,334.7,4911.3,2800.0,72.0,125.55,1383.25,183.0,83.1,145.1,520.15,30.5,1109.15,1576.7,1432.65,1188.8,2829.3,1576.4,2798.35,,456.3,269.85,2800.9,329.95,229.75,720.95,717.15,38.55,8.05,46.15,565.0,1950.65,999.6,,1693.25,112.6,211.25,395.8,687.05,4050.8,998.35,1196.45,1815.35,84.7,418.45,1666.55,982.15,754.75,168.1,164.8,560.95,6781.25,748.1,1627.8,1089.6,1176.9,3750.1,211.05,80240.0,1544.95,96.4,43.85,76.95,19839.6,,152.25,114.05,4711.2,189.65,118.95,31900.7,2579.45,230.5,132.2,2313.3,37.65,172.85,1353.3,1044.35,433.45,173.8,157.55,17.1,2431.35,70.7,120.0,431.35,30794.8,2210.4,10171.9,1365.05,596.15,777.45,482.8,832.3,4864.6,,295.25,138.55,133.25,1429.85,3774.15,1427.85,2055.95,3100.55,482.55,546.6,1592.6,143.15,7992.9,34.85,762.0,298.95,1206.6,662.2,10.9,177.4
2021-09-09,2458.75,1545.0,749.7,102.55,721.35,438.35,4719.55,214.95,97.45,125.3,3346.35,741.75,790.15,3700.6,16750.5,7430.65,2456.2,79.15,57.2,1737.75,197.05,836.55,773.85,686.15,55.65,352.75,14328.65,491.15,4070.8,403.65,558.1,157.5,137.65,854.95,82.88,568.25,949.3,148.65,1735.5,742.95,1044.0,638.3,,17.9,5054.9,332.95,4912.05,2818.2,71.8,123.95,1375.95,182.0,82.4,145.15,524.55,30.1,1109.25,1597.9,1453.95,1198.55,2830.1,1568.6,2796.7,,463.55,268.65,2810.65,329.45,227.45,720.25,696.7,38.35,8.4,46.9,564.3,1911.6,999.5,,1691.6,112.8,212.65,400.35,688.95,4097.7,993.9,1188.25,1817.85,84.7,419.05,1670.05,981.8,750.75,167.6,165.05,575.0,6802.25,755.4,1661.5,1085.35,1168.8,3764.8,212.65,79867.9,1538.9,97.95,43.85,78.7,20457.2,,152.0,114.55,4767.55,194.9,122.15,32096.0,2575.65,231.6,135.2,2348.25,37.55,173.5,1382.0,1056.2,435.55,172.15,157.3,17.95,2425.6,74.2,122.2,432.3,30671.35,2230.55,10329.45,1348.35,596.1,776.3,491.45,829.25,4928.75,,298.95,140.95,132.75,1447.0,3791.4,1433.25,2034.3,3108.35,477.45,544.75,1599.95,157.35,7939.65,34.9,757.9,301.85,1213.1,662.35,10.95,183.0
2021-09-13,2471.4,1532.45,745.1,100.55,718.05,436.25,4745.85,214.9,97.85,123.3,3367.05,736.15,788.35,3699.55,16938.2,7445.55,2448.6,78.25,56.2,1768.9,196.5,839.3,774.5,693.3,55.15,353.6,14566.1,498.1,4093.85,408.75,555.55,156.8,138.9,848.6,83.82,584.4,950.45,154.6,1723.3,740.55,1044.15,640.2,,19.35,5085.2,339.65,4931.4,2805.0,72.6,128.4,1378.85,184.05,82.1,145.9,518.7,30.0,1121.25,1606.35,1450.1,1208.4,2849.8,1555.55,2789.8,,478.35,270.65,2786.35,335.4,228.95,707.4,693.4,39.35,7.95,46.85,591.45,1897.7,996.3,,1691.9,114.0,214.15,403.5,694.4,4135.2,989.0,1172.7,1840.05,85.2,419.55,1671.7,984.1,745.55,168.55,165.3,575.6,6873.7,754.6,1629.3,1094.9,1181.65,3935.05,213.25,80243.6,1544.55,100.75,43.2,77.95,20452.25,,151.55,115.0,4856.05,193.35,123.05,32077.75,2570.6,230.05,138.7,2397.0,37.6,173.9,1394.25,1056.1,429.45,172.25,158.05,18.8,2371.55,77.9,120.25,432.85,30663.35,2208.55,10685.5,1341.7,597.55,780.3,488.65,837.3,5009.3,,301.2,140.95,131.05,1463.45,3845.35,1429.5,2030.65,3126.05,480.75,545.65,1599.1,165.5,7944.45,34.65,756.0,308.55,1213.05,670.75,11.1,186.85
2021-09-14,2442.95,1513.2,755.4,99.2,736.7,432.45,4732.45,221.05,95.7,124.85,3362.5,748.05,794.4,3751.05,16831.25,7417.55,2472.5,78.65,56.1,1793.6,202.4,834.85,780.05,681.41,58.0,355.7,14569.0,493.1,4101.5,408.9,560.85,155.25,138.45,846.45,88.08,581.25,953.15,154.7,1732.95,729.1,1038.65,639.2,,21.25,5094.85,342.3,4930.75,2820.3,73.0,127.8,1466.0,182.6,82.35,156.0,531.55,30.0,1114.05,1611.8,1465.55,1238.65,2818.05,1548.55,2851.7,,477.95,274.15,2762.55,333.0,239.3,707.45,689.9,39.0,8.7,47.95,587.0,1943.0,1036.6,,1686.15,115.25,216.1,401.1,693.65,4116.0,986.15,1163.7,1867.75,86.15,419.6,1696.45,982.65,750.2,168.95,166.2,558.3,6894.45,758.9,1613.5,1093.7,1189.05,3936.0,221.95,80423.85,1542.4,98.15,45.25,79.85,20230.45,,151.9,115.9,4832.9,198.4,123.95,32590.45,2648.7,231.05,138.25,2408.85,37.8,174.1,1407.35,1047.8,433.65,175.35,157.45,19.7,2368.45,81.75,120.65,433.0,30658.5,2207.3,10676.4,1352.8,600.8,781.4,512.15,835.75,4987.0,,306.1,143.15,133.0,1452.3,3885.9,1452.05,2055.7,3133.1,482.25,549.95,1586.6,160.45,7856.45,34.45,752.5,303.2,1227.75,673.45,12.45,261.55
2021-09-15,2467.4,1516.8,765.95,99.5,742.25,437.05,4792.05,222.4,95.85,128.35,3352.3,759.0,791.4,3779.1,16828.9,7414.15,2500.75,81.3,56.8,1837.85,207.8,837.45,787.55,712.13,57.9,357.5,14580.2,489.95,4086.35,425.7,566.15,161.6,137.95,842.75,88.04,580.0,952.95,161.05,1730.3,720.1,1041.3,637.2,,20.4,5158.9,342.45,4962.6,2841.95,73.75,125.95,1465.8,182.95,83.65,157.15,535.9,32.3,1126.9,1606.8,1451.2,1273.25,2815.45,1546.8,2874.95,,486.8,275.7,2775.45,334.45,235.75,714.35,695.5,39.25,8.95,48.65,585.6,1977.45,1053.95,,1711.45,116.4,216.0,401.9,696.65,4164.25,987.95,1149.75,1871.7,86.65,420.5,1717.0,989.35,755.1,172.65,167.7,562.15,6909.0,752.55,1609.35,1130.85,1180.3,4116.65,228.25,80210.15,1542.35,96.0,45.0,85.7,20119.2,,154.25,124.2,4866.85,205.85,128.45,32685.55,2649.95,233.15,137.45,2400.75,38.75,177.9,1411.5,1048.6,429.95,179.4,161.3,20.65,2378.3,85.8,120.75,443.85,31040.45,2208.75,11224.6,1366.8,622.1,780.65,508.3,858.8,5113.4,,311.95,161.5,140.05,1455.1,3954.55,1464.85,2119.85,3122.45,488.9,548.35,1592.2,162.95,7820.85,34.85,762.1,307.2,1242.15,674.05,12.7,255.9
2021-09-16,2429.7,1503.2,769.65,98.55,737.35,430.2,4880.75,221.95,94.4,127.25,3342.1,754.75,802.6,3813.5,16733.0,7411.5,2510.65,85.9,60.05,1804.8,205.55,833.7,778.45,705.36,58.2,376.75,15279.6,439.05,4073.05,423.05,564.5,166.75,141.65,835.25,88.21,609.4,954.0,162.3,1716.5,733.05,1032.05,640.4,,19.85,5166.9,342.4,4931.95,2860.2,73.6,124.0,1447.85,182.85,85.9,157.15,535.4,32.15,1104.7,1578.45,1453.1,1263.1,2812.35,1559.95,2920.4,,483.3,282.5,2768.25,334.9,241.85,727.2,699.7,42.15,11.25,50.95,570.8,1979.85,1130.95,,1702.25,118.35,230.75,395.1,689.45,4096.35,988.0,1180.2,1906.8,87.7,416.95,1721.25,968.1,756.95,173.6,168.05,562.7,6930.95,743.1,1640.25,1104.45,1174.85,4180.35,224.3,79971.7,1553.5,96.4,44.75,82.9,20027.85,,152.1,124.0,4807.3,211.5,128.7,33152.0,2648.65,232.8,136.35,2401.05,41.8,179.45,1407.5,1032.7,426.0,183.5,156.3,21.65,2428.2,90.05,119.6,463.7,30660.65,2199.6,11324.75,1406.4,618.5,781.05,502.65,865.4,5153.6,,311.65,157.0,140.25,1436.75,3903.3,1448.35,2108.7,3114.25,495.0,544.7,1601.95,161.6,7765.45,36.7,754.0,309.1,1248.0,667.85,14.7,247.15
2021-09-17,2394.85,1480.25,767.1,100.45,728.45,419.8,4908.25,223.6,94.2,125.15,3303.05,746.2,807.35,3822.2,16840.2,7428.8,2490.1,82.3,58.25,1784.55,205.3,818.75,761.55,714.73,56.55,377.4,15076.0,436.25,4051.85,420.45,557.2,162.75,136.45,850.0,92.2,606.85,954.05,156.7,1732.55,723.65,1007.7,653.95,,20.8,5122.8,334.75,4884.55,2898.55,73.6,120.0,1452.55,184.45,83.3,154.1,518.85,31.55,1090.6,1568.8,1471.9,1263.3,2825.65,1582.15,2932.1,,473.05,282.95,2722.25,334.75,228.75,720.15,703.55,39.15,11.15,49.15,561.35,2196.05,1130.0,,1691.3,118.25,231.15,386.6,682.3,4102.8,984.35,1155.0,2007.95,85.5,417.75,1716.2,950.95,754.15,179.35,163.75,560.1,7014.45,741.75,1596.15,1081.7,1135.9,4184.2,223.0,79397.25,1513.5,94.15,44.05,80.0,20175.7,,147.4,123.75,4790.8,199.8,127.75,33121.25,2634.7,232.2,138.3,2368.45,39.75,178.8,1392.0,1011.5,418.8,181.0,157.05,21.05,2390.55,94.55,115.15,454.1,30559.45,2180.55,11099.05,1360.8,609.4,769.9,493.15,844.5,5490.65,,308.6,146.55,137.9,1385.9,3827.85,1451.55,2095.6,3097.2,481.9,547.1,1594.65,155.5,7711.85,35.9,742.35,302.0,1254.15,665.25,13.25,255.45
2021-09-20,2325.95,1418.85,748.9,95.45,729.2,409.8,4878.1,218.0,94.6,125.1,3271.55,712.4,795.85,3776.05,17018.95,7442.45,2480.1,78.25,55.95,1758.4,201.6,813.55,740.1,711.59,54.05,360.4,15154.55,420.4,4084.5,411.25,546.0,154.95,137.75,844.9,92.95,587.35,938.1,154.2,1726.75,708.0,984.2,645.65,,19.45,5110.1,323.0,4774.95,2813.0,73.15,120.6,1439.45,180.1,79.7,149.8,494.6,34.05,1079.65,1535.6,1407.2,1276.15,2742.5,1559.85,2889.5,,444.4,272.5,2800.35,323.25,215.6,710.0,678.55,36.95,10.75,47.85,543.45,2169.5,1089.95,,1687.85,114.6,233.75,351.1,633.2,4083.35,983.2,1140.45,2001.45,83.8,404.4,1704.35,933.75,738.05,176.2,161.4,567.45,6950.4,738.0,1593.55,1048.0,1107.55,4124.25,216.4,78875.45,1475.45,85.75,43.15,78.15,20322.6,,136.0,122.7,4694.65,195.15,128.5,32714.25,2503.55,228.3,133.45,2361.45,38.1,177.0,1423.8,980.85,411.2,174.0,151.3,20.6,2394.35,98.0,105.8,437.45,30101.9,2136.25,10607.4,1320.1,585.35,756.5,488.1,799.75,5831.7,,298.95,146.9,134.3,1253.1,3823.5,1431.3,2077.35,3057.85,484.5,545.4,1555.2,153.5,7576.0,34.6,705.6,286.55,1221.1,662.5,12.8,255.45
2021-09-21,2332.3,1441.45,749.6,94.55,727.55,413.2,4891.6,219.55,95.2,126.9,3309.2,726.4,795.35,3728.8,17587.25,7813.85,2535.4,78.65,54.7,1771.6,204.45,815.3,739.0,713.26,54.4,367.25,15173.9,413.8,4075.55,410.3,550.8,154.95,137.45,842.9,88.85,578.35,956.1,156.4,1732.45,703.3,990.65,651.3,,19.55,5179.45,330.7,4853.65,2854.4,72.4,119.55,1474.85,178.4,80.05,150.0,506.2,35.3,1080.45,1557.15,1411.1,1299.5,2774.35,1551.95,2850.45,,451.0,271.75,2812.45,318.6,208.45,711.85,692.3,39.15,10.8,48.5,549.4,2236.25,1137.55,,1718.45,115.0,241.5,361.6,668.95,4135.35,979.7,1123.85,2010.95,83.9,407.45,1720.9,930.1,738.45,180.85,166.35,560.7,6777.0,746.85,1637.45,1046.35,1102.3,4353.8,220.1,78373.75,1479.1,88.6,43.1,79.95,20189.55,,138.1,124.1,4668.9,208.9,135.2,32479.1,2612.5,231.75,133.4,2430.75,38.1,175.9,1508.5,979.55,413.35,175.85,151.9,19.9,2404.7,93.1,111.2,438.8,30059.9,2169.55,10664.25,1323.75,586.7,764.5,484.25,801.95,5619.95,,301.95,149.65,135.85,1292.2,3862.95,1461.7,2085.85,3043.6,491.0,533.15,1601.3,153.05,7592.7,34.95,721.85,292.9,1224.9,667.6,13.0,255.7
2021-09-22,2365.55,1437.75,745.3,95.9,735.75,419.5,4904.9,232.55,97.1,128.3,3317.5,731.1,788.35,3757.15,17614.75,7793.65,2692.2,79.7,54.5,1798.85,205.95,812.0,740.85,713.36,57.05,367.55,15301.5,420.15,4058.5,434.85,561.15,156.85,139.2,911.55,85.95,571.05,963.5,162.1,1720.4,696.8,1022.2,648.4,,19.75,5139.9,369.05,4846.35,2842.85,73.9,118.0,1520.15,182.5,81.1,150.0,511.95,36.25,1054.45,1574.65,1420.45,1315.5,2734.7,1533.7,2847.2,,463.0,276.6,2784.5,317.8,220.9,703.35,687.85,38.45,10.4,48.5,537.65,2188.3,1141.4,,1716.9,116.45,243.5,365.95,678.55,4109.2,986.55,1178.95,1985.55,86.3,430.7,1710.9,940.0,752.5,180.85,171.35,565.2,6831.0,773.5,1618.9,1039.2,1094.3,4523.0,224.8,79993.8,1543.5,90.75,44.0,81.05,19925.2,,144.6,124.4,4672.9,217.0,133.65,33348.85,2638.1,233.15,135.0,2418.0,38.15,176.75,1568.35,977.9,435.45,179.1,152.6,20.75,2430.5,97.45,111.3,438.85,29792.5,2161.95,10730.7,1346.5,624.45,770.1,506.45,825.3,5580.15,,310.1,153.3,137.85,1305.8,3862.15,1513.6,2081.05,3085.5,492.95,540.1,1638.95,152.25,7625.6,35.05,724.9,294.9,1238.6,668.15,13.15,336.8
2021-09-23,2351.05,1474.35,754.5,97.05,736.3,419.55,5084.2,236.95,97.6,128.85,3320.65,733.45,812.15,3799.2,18503.85,7899.05,2648.55,79.65,54.6,1798.7,207.45,821.1,764.3,713.41,57.15,368.2,15369.3,419.95,4042.35,439.9,567.25,160.8,141.15,939.35,86.15,585.95,968.1,167.35,1701.55,711.95,1027.8,647.65,,20.6,5212.1,401.85,4797.3,2857.05,74.05,119.25,1508.4,181.75,81.85,152.9,512.0,36.0,1058.05,1606.85,1438.25,1328.3,2817.4,1570.0,2853.05,,483.25,280.0,2782.3,322.55,229.65,717.0,685.75,38.95,10.55,48.5,537.3,2216.5,1169.15,,1742.55,118.0,242.5,371.15,677.25,4181.15,989.15,1167.0,2024.0,87.8,440.85,1769.7,940.35,758.45,185.0,174.0,566.8,6846.7,829.15,1629.55,1041.2,1105.0,4553.8,227.55,80220.7,1519.95,91.05,47.0,82.85,19839.0,,142.9,126.2,4698.05,213.85,137.75,33123.75,2779.6,233.8,138.25,2435.0,38.5,178.25,1569.4,971.9,447.45,186.5,155.4,21.2,2489.9,102.3,110.45,449.8,29919.25,2162.7,10998.85,1383.1,614.95,769.85,528.6,847.15,5726.8,,321.5,164.75,143.65,1318.7,3869.25,1521.5,2105.05,3101.05,495.15,539.7,1654.35,152.65,7619.7,34.85,726.85,299.6,1248.6,674.3,13.0,318.2
